Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear
0,296.9,320.7777778,1549,35.8,206
1,300.9,331.1481481,1538,36.7,3
2,297.4,323.7407407,1528,29.1,163
1,298.8,327.8148148,1751,29.6,160
2,300.0,334.1111111,1466,39.0,125
2,300.8,331.1481481,1505,36.2,0
1,297.5,323.7407407,1585,37.6,2
1,297.5,324.4814815,1587,34.9,166
2,298.1,320.037037,1764,27.7,23
1,303.2,334.4814815,1507,39.2,225
2,301.6,331.8888889,1290,65.3,63
2,302.2,334.4814815,1863,25.7,85
2,297.9,319.2962963,1403,52.8,0
2,298.3,324.1111111,1667,28.6,18
2,301.1,333.3703704,1407,53.0,165
0,301.1,328.9259259,1470,40.1,23
2,302.1,331.1481481,1517,38.9,2
1,297.3,324.1111111,1352,53.8,91
1,300.8,332.2592593,1311,55.8,118
2,297.7,327.8148148,1680,30.2,168
2,297.5,323.3703704,1612,30.0,163
1,298.1,320.4074074,1388,40.3,109
1,298.4,327.8148148,1581,34.6,150
1,303.6,337.8148148,1388,41.9,221
1,297.9,321.5185185,1490,46.2,6
1,300.7,335.2222222,1499,38.4,205
1,299.6,333.0,1679,30.7,129
2,300.3,327.0740741,1320,62.2,142
1,302.9,337.8148148,1383,51.4,160
1,301.9,332.2592593,1567,39.0,214
1,297.2,323.3703704,1447,47.9,188
0,297.0,321.1481481,1846,27.3,179
1,301.4,331.8888889,1740,29.2,110
2,297.1,321.1481481,1662,26.9,183
1,300.5,334.4814815,1651,36.9,65
1,298.9,330.037037,1436,39.0,32
2,302.5,330.4074074,1580,35.6,176
1,297.7,324.1111111,1449,40.2,95
1,300.6,328.5555556,1480,43.7,153
2,301.3,333.0,1492,41.2,223
1,297.2,323.0,1460,42.1,41
1,300.2,335.2222222,1286,55.1,42
2,298.3,327.0740741,1543,49.9,199
1,295.8,315.962963,1534,37.9,88
1,300.2,334.8518519,1446,47.3,66
2,298.9,325.962963,1581,36.7,101
2,300.3,335.2222222,1236,57.5,12
1,300.4,334.1111111,1424,44.6,127
1,302.4,329.2962963,1418,52.3,141
1,301.0,332.2592593,1479,44.3,194
1,300.4,335.2222222,1314,59.5,160
2,299.3,330.7777778,1462,40.5,24
1,300.3,335.2222222,1333,55.2,18
2,300.8,333.3703704,1365,51.7,111
1,302.4,336.3333333,1621,32.5,169
1,297.7,327.8148148,1591,37.7,196
1,298.3,325.5925926,1386,45.3,212
1,302.0,330.4074074,1450,46.6,165
1,300.4,334.1111111,1936,23.9,131
2,301.9,330.4074074,1373,48.0,73
1,300.1,327.4444444,1760,25.4,55
1,303.7,337.8148148,1525,43.9,188
2,298.6,322.6296296,1589,34.1,174
1,300.3,335.2222222,1365,53.3,113
1,297.8,318.9259259,1327,61.0,186
1,297.6,323.7407407,1393,40.4,127
2,303.7,337.4444444,1756,26.4,190
1,299.4,323.7407407,1746,26.8,107
1,298.9,329.6666667,1696,30.2,214
1,299.9,327.0740741,1451,39.4,18
1,302.0,333.0,1406,50.5,187
0,298.9,331.1481481,1615,33.0,221
2,300.2,329.2962963,1550,38.7,45
1,298.2,327.8148148,1585,37.4,118
1,298.8,325.5925926,1418,46.3,133
1,299.4,325.962963,1427,41.5,29
1,297.8,319.6666667,1581,33.1,116
2,299.5,325.5925926,1420,49.5,5
0,304.0,340.4074074,1472,45.5,166
2,301.6,331.8888889,1548,34.2,143
1,300.5,328.1851852,1379,54.2,207
1,297.4,324.4814815,1620,33.4,186
1,297.8,324.8518519,1518,40.4,2
0,298.8,329.6666667,1707,27.6,56
1,301.5,332.2592593,1600,39.0,160
1,297.7,322.2592593,1446,43.9,172
1,301.1,327.4444444,1501,36.1,156
1,301.2,331.5185185,1517,39.4,107
0,299.1,322.6296296,1424,43.4,16
2,300.7,332.6296296,1413,44.3,72
2,297.2,322.6296296,1578,37.8,3
1,297.3,323.0,1472,41.3,67
1,301.2,328.5555556,1382,52.4,13
2,300.6,326.3333333,1510,46.0,87
2,301.4,331.1481481,1459,35.0,87
2,300.7,333.7407407,1348,53.0,35
1,295.8,316.3333333,1508,46.5,99
1,297.6,322.6296296,1424,53.9,132
1,296.8,322.2592593,1643,34.7,191
1,300.4,335.5925926,1636,32.3,7
1,301.4,330.7777778,1489,43.5,98
0,303.6,337.8148148,1460,53.7,214
0,298.4,324.8518519,1577,37.1,0
1,303.3,334.4814815,1412,55.6,67
1,297.7,324.1111111,1829,24.9,17
1,297.0,321.8888889,1455,43.5,122
1,302.4,329.6666667,1539,37.7,29
1,300.9,331.5185185,1468,36.2,208
1,299.3,325.5925926,1634,36.8,62
1,299.4,325.962963,1556,35.7,75
2,297.2,323.7407407,1444,41.1,56
1,300.0,329.6666667,1486,36.4,66
2,301.4,331.5185185,1459,37.7,40
1,300.1,330.4074074,1554,39.4,115
2,298.6,327.0740741,1366,55.0,65
1,302.9,337.0740741,1510,41.4,94
1,298.3,325.5925926,1387,52.3,160
1,301.7,333.3703704,1521,36.7,130
2,298.3,327.4444444,1681,27.1,194
2,301.0,333.3703704,1521,35.8,13
1,298.2,324.8518519,1278,54.0,18
1,304.2,341.5185185,1475,40.2,98
1,300.4,334.4814815,1704,29.7,103
0,297.1,321.1481481,1365,54.0,174
0,300.9,336.3333333,1397,42.7,212
1,299.2,323.3703704,1340,50.0,144
1,297.6,327.4444444,1501,49.8,222
2,301.9,332.2592593,1569,32.5,188
1,300.4,334.4814815,1492,44.6,149
2,297.3,322.2592593,1846,24.5,41
1,296.3,318.9259259,1567,31.4,5
1,297.4,321.8888889,1749,25.9,8
1,301.5,330.7777778,1396,44.5,117
2,296.8,319.2962963,1455,49.9,102
1,300.2,335.2222222,1448,54.2,173
1,300.8,327.8148148,1418,46.6,12
1,303.7,337.8148148,1316,59.3,137
2,301.9,332.6296296,1432,41.5,51
1,302.5,333.3703704,1545,40.1,165
2,300.4,331.1481481,1545,35.6,16
1,301.2,332.6296296,1596,37.2,219
1,299.0,326.7037037,1758,25.7,68
1,299.1,330.4074074,1450,40.9,85
1,297.8,318.9259259,1438,44.5,3
2,299.0,323.0,1535,47.5,163
1,297.2,322.6296296,1419,39.7,115
2,297.7,321.8888889,2189,15.6,186
1,297.5,323.3703704,1546,40.4,129
2,301.3,332.6296296,1402,47.5,197
2,302.3,335.962963,1508,42.3,159
1,298.4,325.5925926,1423,48.0,135
1,297.9,320.7777778,1286,59.5,55
2,296.9,321.5185185,1641,33.3,67
0,300.8,331.8888889,1466,45.2,188
1,297.5,324.4814815,1312,50.3,159
1,302.7,330.7777778,1351,41.8,10
1,302.9,337.0740741,1729,23.6,96
0,298.5,326.7037037,1573,33.6,143
1,302.5,335.962963,1401,44.9,203
1,301.1,331.8888889,1724,27.5,101
2,299.4,324.1111111,1289,60.5,104
1,298.8,323.0,1401,47.3,10
1,300.4,333.3703704,1673,28.9,171
1,297.3,323.0,1513,40.5,25
2,300.4,329.6666667,1380,47.3,5
2,303.9,340.7777778,1570,40.7,74
1,298.8,323.3703704,1736,29.0,31
1,302.2,331.1481481,1462,43.6,0
1,302.6,335.962963,1397,46.9,82
1,302.7,336.7037037,1597,39.8,153
1,298.6,327.4444444,1540,35.8,5
2,301.5,332.6296296,1504,42.6,109
1,297.5,323.0,1441,44.5,4
2,300.7,335.962963,1657,30.9,116
1,300.4,331.8888889,1348,56.0,146
0,297.3,323.0,1531,35.6,16
0,297.5,324.4814815,1824,24.0,179
2,299.2,331.1481481,1443,50.9,85
1,300.2,327.0740741,1729,28.4,131
1,298.3,321.1481481,1766,26.5,145
2,297.2,323.7407407,1284,51.3,32
2,301.5,330.4074074,1593,36.8,50
1,300.2,327.0740741,1436,48.8,135
1,300.0,333.3703704,1629,31.7,62
0,299.1,322.6296296,1521,36.5,40
1,299.2,323.7407407,1381,50.0,193
1,300.7,331.8888889,1814,21.4,59
1,296.8,321.1481481,1698,30.8,48
1,295.6,314.1111111,1363,50.0,14
1,301.0,332.2592593,1296,54.9,69
1,299.1,323.7407407,1408,46.7,196
2,300.6,331.5185185,1566,38.2,187
2,297.6,323.7407407,1444,48.2,46
0,297.0,320.7777778,1404,40.7,184
0,300.3,335.962963,1390,49.0,194
2,301.4,332.2592593,1557,39.3,174
0,303.7,338.1851852,1520,35.6,154
1,301.3,330.4074074,1384,50.1,88
2,297.3,321.5185185,1403,45.0,77
1,298.0,320.4074074,1430,47.3,49
0,299.0,324.4814815,1382,58.5,199
1,302.0,333.7407407,1567,41.1,26
1,298.8,330.7777778,1384,52.8,200
1,298.2,322.6296296,1589,33.2,94
1,297.8,320.4074074,1393,38.0,29
2,301.5,330.4074074,1378,55.3,109
1,298.8,330.7777778,1464,46.4,207
1,299.9,330.4074074,1470,50.0,148
0,299.1,322.6296296,1451,42.8,21
1,300.1,333.3703704,1489,39.1,188
2,298.8,328.1851852,1551,36.6,15
1,297.7,319.2962963,1764,29.0,139
1,304.0,339.6666667,1313,53.9,202
2,300.9,333.3703704,1472,40.0,93
1,297.7,327.4444444,1529,35.2,153
1,298.0,322.6296296,1473,42.6,107
1,303.4,334.8518519,1712,30.1,182
1,300.5,334.1111111,1709,32.3,64
1,300.1,328.1851852,1506,35.2,21
1,298.4,322.6296296,1318,59.1,22
1,297.9,321.5185185,1954,21.1,42
1,303.1,333.7407407,1474,34.8,215
2,300.7,330.7777778,1594,31.0,196
1,301.5,331.8888889,1367,49.0,193
1,298.8,331.1481481,1803,25.4,209
1,297.9,323.0,1646,40.6,175
1,301.5,332.2592593,1891,23.2,122
0,299.3,328.9259259,1373,44.8,221
1,301.9,331.5185185,1429,51.0,76
2,297.9,321.8888889,1627,31.4,209
1,298.0,322.2592593,1620,35.8,5
0,296.5,319.2962963,1432,49.2,64
1,303.5,337.8148148,1574,32.7,175
1,298.2,320.7777778,1515,46.7,74
1,298.9,325.5925926,2861,4.6,143
0,297.8,318.9259259,1555,35.8,190
1,300.8,338.5555556,1376,53.6,119
0,301.4,331.1481481,1674,33.6,49
1,300.4,329.2962963,1544,41.9,184
1,301.4,329.2962963,1502,46.6,37
2,295.8,315.5925926,1335,51.7,69
0,297.5,324.4814815,1430,49.4,2
0,298.0,325.962963,1520,37.9,89
1,301.2,332.6296296,1573,32.8,57
1,302.3,335.2222222,1544,43.2,128
2,300.3,335.962963,1429,41.6,184
1,299.4,326.3333333,1401,59.0,38
1,304.2,341.5185185,1434,42.5,175
1,298.0,322.6296296,1362,56.8,216
1,301.5,331.5185185,1596,35.4,150
2,298.6,329.6666667,1668,31.5,7
2,300.7,331.1481481,1474,37.0,33
0,299.3,325.2222222,1508,35.0,70
2,298.1,322.2592593,1654,35.3,155
1,298.3,320.7777778,1906,22.1,104
1,298.8,327.8148148,1450,43.1,63
0,300.8,334.1111111,1453,44.6,38
1,302.3,329.2962963,1513,40.4,22
0,298.8,322.2592593,1450,44.7,14
1,300.2,326.7037037,1526,35.3,46
0,302.6,336.3333333,1657,29.3,37
2,302.0,333.3703704,1418,49.5,17
2,299.6,332.2592593,1630,29.8,206
1,303.7,339.2962963,1448,44.5,55
2,298.2,325.2222222,1441,44.2,147
2,297.6,324.1111111,1376,59.9,74
2,300.8,338.5555556,1588,35.6,114
2,297.2,324.1111111,1398,38.1,88
2,299.8,333.0,1562,35.7,170
2,298.3,320.7777778,1485,42.0,13
1,301.0,331.5185185,1391,45.0,123
1,303.7,335.962963,1561,33.3,153
1,302.7,335.2222222,1480,45.2,8
2,298.2,321.5185185,1577,35.9,151
2,300.2,326.7037037,1752,27.8,208
1,297.7,325.2222222,1874,24.4,28
2,302.2,331.1481481,1355,51.5,126
1,302.6,330.037037,1647,34.2,14
1,297.4,324.1111111,1402,40.2,114
1,301.7,333.3703704,1589,37.9,75
1,300.1,334.4814815,1334,54.0,26
1,302.4,329.6666667,1642,28.3,88
2,299.0,328.9259259,1486,34.6,91
1,297.8,323.0,1512,39.9,181
1,297.0,320.7777778,1553,33.3,155
2,304.1,341.8888889,1470,45.8,85
1,299.1,330.4074074,1594,33.3,147
2,301.7,331.5185185,1442,41.1,89
2,298.0,324.1111111,1436,48.2,201
1,300.3,328.5555556,1601,31.7,180
2,297.4,322.2592593,1401,51.9,117
2,297.5,323.7407407,1472,44.9,198
1,298.2,321.5185185,1499,44.1,166
1,300.5,328.1851852,1428,43.8,119
1,297.7,320.037037,1921,22.9,68
2,303.1,337.8148148,1378,50.1,104
1,298.6,326.7037037,1315,55.5,28
1,301.4,331.8888889,1490,38.0,168
0,304.0,340.7777778,1612,31.7,206
1,300.6,330.4074074,2514,13.4,215
2,297.3,324.1111111,1577,35.6,133
1,300.3,335.2222222,1545,43.5,160
2,299.0,329.6666667,1564,39.9,97
1,297.8,324.4814815,1421,49.6,101
1,298.1,320.7777778,1432,49.8,198
2,299.2,323.0,1381,42.5,54
1,298.6,328.1851852,1704,28.3,64
1,298.1,321.5185185,1652,28.5,63
2,298.9,323.3703704,1555,37.6,142
1,302.6,336.7037037,1499,35.0,215
2,303.6,335.962963,1617,36.0,95
2,299.4,325.5925926,1417,47.3,59
1,300.2,335.5925926,1410,51.4,189
1,302.7,330.7777778,1520,39.3,73
1,299.5,331.8888889,1356,54.9,72
1,297.4,323.3703704,1295,52.1,130
1,299.0,330.4074074,1339,49.6,94
1,298.9,322.6296296,1576,36.6,7
1,297.5,323.7407407,1536,39.0,202
2,299.3,323.3703704,1422,43.1,186
1,302.3,333.0,1630,35.6,183
2,298.5,326.7037037,1521,37.5,94
2,298.8,323.3703704,1577,33.2,0
1,298.3,321.1481481,1703,28.9,147
1,299.9,329.6666667,1479,46.3,173
2,298.9,329.6666667,1331,49.0,121
0,299.8,325.2222222,1467,37.3,193
1,302.7,334.4814815,1494,41.4,149
1,301.6,332.2592593,1532,43.6,15
1,300.0,325.2222222,1454,51.7,2
1,298.1,321.1481481,1425,58.2,57
2,300.5,334.1111111,2072,18.8,75
2,303.7,337.8148148,1642,32.3,206
1,303.8,338.1851852,1368,52.6,123
1,298.0,324.1111111,1268,69.4,189
0,297.9,320.4074074,1618,35.9,92
2,297.7,324.4814815,1388,45.6,190
1,298.8,328.9259259,1611,32.4,183
2,299.8,330.037037,1805,23.7,198
2,300.7,334.4814815,1569,36.4,20
1,300.5,328.1851852,1305,51.7,202
2,301.7,333.0,1578,40.5,174
1,297.4,325.962963,1428,38.8,26
2,302.6,334.8518519,1518,39.0,184
1,300.5,327.4444444,1366,50.2,219
2,296.9,321.1481481,1979,20.4,68
2,303.9,340.7777778,1630,29.3,104
2,298.7,328.1851852,1435,48.8,71
0,295.5,313.7407407,1593,37.2,197
2,303.3,334.1111111,1395,59.1,4
0,303.6,338.9259259,1403,46.2,57
1,296.9,320.4074074,1653,35.9,177
0,301.3,331.8888889,1434,39.5,18
2,298.0,323.3703704,1666,31.0,198
1,298.1,321.1481481,1614,35.8,196
1,297.4,325.5925926,1478,49.8,150
1,297.9,325.2222222,1629,29.0,26
2,297.4,324.8518519,1376,39.0,181
1,301.9,333.7407407,1501,40.8,59
2,301.1,330.7777778,1309,60.7,100
2,298.9,323.3703704,1456,50.0,156
1,302.8,337.8148148,1376,57.1,8
1,302.5,334.4814815,1493,35.1,131
1,299.3,325.2222222,1734,30.6,154
1,303.0,338.1851852,1461,40.2,127
1,302.9,337.8148148,1446,41.7,196
1,297.1,320.7777778,1584,42.3,135
1,302.1,332.6296296,1364,50.0,205
1,301.9,331.8888889,1427,47.7,92
1,299.0,323.7407407,1946,22.3,102
2,298.9,323.3703704,1534,42.9,121
1,297.2,323.7407407,1413,49.8,12
2,298.7,330.037037,1481,41.5,83
1,301.7,332.6296296,1548,40.3,21
2,300.2,335.2222222,1397,50.2,71
1,298.6,322.2592593,1361,68.2,172
2,297.9,320.037037,1505,40.1,166
1,303.7,337.8148148,1513,40.1,135
1,303.4,335.2222222,1673,32.2,166
2,300.6,337.0740741,2174,18.5,95
1,298.1,320.7777778,1761,28.2,76
1,300.6,327.0740741,1471,49.6,29
2,301.0,331.5185185,1455,46.1,103
2,303.7,338.5555556,1429,43.3,189
2,299.3,323.0,1438,42.3,0
2,298.5,321.5185185,1363,49.2,149
1,296.3,318.9259259,1372,57.7,33
1,297.7,325.2222222,1507,38.2,94
2,301.7,329.2962963,1743,27.3,210
0,302.4,336.3333333,1457,43.4,23
2,300.3,329.6666667,1429,44.7,203
1,299.7,333.0,1439,44.9,174
2,295.5,314.4814815,1822,24.3,164
0,304.0,340.4074074,1408,39.8,132
1,300.1,326.3333333,1841,23.0,125
1,298.0,323.3703704,1461,48.0,68
0,297.6,327.4444444,1278,50.4,2
1,303.9,340.4074074,1425,49.3,199
1,297.4,323.3703704,1389,39.2,54
2,300.4,333.7407407,1350,56.5,31
0,302.0,330.7777778,1812,24.4,138
1,301.0,332.6296296,1581,37.0,127
0,298.4,324.8518519,1782,23.9,24
1,302.5,333.0,1538,36.8,208
1,297.1,321.1481481,1492,39.4,171
1,302.1,334.1111111,1549,44.6,31
1,302.4,333.0,1446,42.9,5
1,299.1,325.2222222,1450,43.0,40
0,298.2,324.4814815,1436,51.9,153
1,302.3,334.4814815,1384,50.8,13
1,301.7,333.0,1469,37.2,128
2,303.7,337.8148148,1631,28.5,132
2,303.5,337.8148148,1318,54.2,177
1,303.6,338.1851852,1345,54.1,126
1,298.1,323.0,1335,40.2,109
1,300.7,337.4444444,1577,33.2,100
2,299.8,331.8888889,1530,35.2,163
2,302.7,336.3333333,1944,21.4,71
0,300.5,327.0740741,1635,34.2,62
1,300.7,329.2962963,1598,32.8,79
0,299.2,324.8518519,1712,26.4,95
1,298.2,320.037037,1368,51.8,5
2,301.1,331.1481481,1310,48.8,103
2,298.2,320.7777778,1566,33.8,100
1,298.0,320.037037,1385,45.0,158
1,298.7,328.1851852,1695,29.0,145
2,298.9,329.2962963,1513,41.5,80
1,299.8,326.7037037,1609,32.5,27
1,297.4,323.0,1571,39.4,0
1,301.5,330.4074074,1329,46.6,24
1,302.5,330.4074074,1427,46.8,179
1,299.6,325.962963,1602,37.3,31
1,302.5,330.037037,1551,37.3,168
1,302.6,334.4814815,1599,37.0,211
1,300.6,335.2222222,1734,29.9,72
2,300.3,334.4814815,1540,41.5,151
1,302.4,330.4074074,1666,29.7,125
1,298.8,323.3703704,1395,44.4,33
1,303.3,335.5925926,1315,62.0,42
2,300.5,327.0740741,1320,49.9,59
1,300.0,329.6666667,1675,29.7,64
1,301.0,330.7777778,1379,57.3,204
1,302.5,330.037037,1592,32.6,174
1,302.6,336.7037037,1668,28.7,180
1,298.4,325.5925926,1579,36.1,123
1,302.0,332.2592593,1663,31.5,81
2,298.2,326.7037037,1408,46.5,76
2,300.5,328.5555556,1780,26.5,101
1,299.1,331.1481481,1921,23.9,158
2,300.1,324.8518519,1548,38.4,31
0,298.9,327.8148148,1407,48.6,161
1,299.6,325.5925926,1369,51.4,164
1,301.0,332.2592593,1492,36.7,199
1,301.9,332.6296296,1455,46.0,29
1,302.2,334.8518519,1872,20.4,202
0,300.7,327.4444444,1925,20.5,9
2,301.7,333.3703704,1563,34.5,139
1,301.3,331.8888889,1428,55.2,88
1,301.4,331.8888889,1698,29.6,99
2,297.6,324.4814815,1683,31.6,79
1,301.7,331.1481481,1406,46.0,112
2,300.7,334.4814815,1441,40.6,33
1,298.8,323.3703704,1490,35.0,29
0,300.5,328.1851852,1324,72.8,159
1,301.3,333.0,1723,27.6,210
2,297.5,321.5185185,1429,45.8,148
1,302.0,333.3703704,1270,65.3,182
1,300.5,328.1851852,1550,37.4,148
0,302.6,332.6296296,1438,51.0,106
1,301.3,330.037037,1419,55.7,125
1,301.0,337.0740741,1372,47.0,59
1,300.9,329.6666667,1382,50.4,131
1,297.4,322.6296296,1472,45.5,2
2,303.8,339.6666667,1815,27.8,66
1,300.4,335.2222222,1444,51.2,174
0,300.6,331.5185185,1501,45.3,175
1,301.9,332.6296296,2691,12.1,31
1,303.6,337.4444444,2168,17.7,219
2,299.0,330.037037,1582,33.3,177
1,298.5,327.0740741,1561,34.8,35
1,297.7,324.1111111,1731,28.4,104
0,300.3,327.8148148,1452,41.5,139
1,297.8,319.2962963,1418,41.2,155
2,300.1,334.1111111,1390,52.1,94
1,297.9,328.1851852,1336,71.6,31
1,300.3,325.962963,1412,44.8,200
1,299.2,331.5185185,1535,42.6,17
2,297.5,323.0,1350,52.2,157
2,302.4,329.2962963,1577,35.8,136
2,298.1,324.8518519,1323,51.7,88
2,299.8,328.9259259,1397,48.1,164
1,302.9,337.8148148,1923,23.9,244
2,299.0,325.2222222,1351,52.2,44
0,298.2,321.1481481,1462,45.5,171
1,297.0,320.037037,1575,37.4,98
1,304.2,341.1481481,1668,35.7,180
1,298.2,325.5925926,1568,36.3,166
1,298.8,328.1851852,1463,40.0,90
2,299.6,325.2222222,1539,36.1,76
1,298.0,322.2592593,1365,52.9,218
1,298.2,324.1111111,1447,48.4,51
2,299.2,322.6296296,1582,45.5,107
2,304.3,342.2592593,1585,32.1,202
2,301.1,333.0,2089,19.8,162
2,298.9,329.6666667,2099,20.0,98
2,302.2,333.7407407,1510,37.1,10
1,302.6,334.8518519,1576,34.7,182
1,303.5,338.1851852,1380,46.1,166
2,301.9,327.4444444,1439,41.7,201
2,298.8,327.8148148,1439,45.8,81
2,299.0,330.037037,1689,29.7,101
1,301.6,331.1481481,1478,36.6,218
0,300.7,327.0740741,2007,19.7,2
1,298.9,323.7407407,1481,40.7,124
2,297.5,321.8888889,1334,72.0,151
1,302.9,337.0740741,1677,30.5,46
1,300.0,326.7037037,2010,20.0,55
1,299.3,324.1111111,1408,48.7,85
2,298.9,326.3333333,1632,32.5,55
1,299.7,325.962963,1631,35.1,177
0,302.8,337.8148148,1411,53.8,246
1,300.3,335.2222222,1571,31.2,123
1,301.0,333.7407407,1349,47.0,71
1,303.4,335.2222222,1793,25.8,161
2,298.8,327.4444444,1692,31.9,167
1,296.9,320.037037,1452,45.7,122
2,300.1,333.7407407,1518,40.2,130
1,299.3,323.3703704,1589,32.7,74
1,298.0,320.4074074,1529,34.1,11
1,298.5,327.8148148,1437,42.6,120
2,300.8,335.962963,1621,28.3,211
0,299.8,332.2592593,1427,47.2,168
1,299.1,323.7407407,1437,41.6,183
1,296.9,321.1481481,1423,43.9,149
1,298.4,321.1481481,2381,14.2,164
1,302.2,335.2222222,1556,38.6,145
1,303.7,338.9259259,1426,45.5,192
1,300.2,331.1481481,1431,42.3,113
2,299.5,331.5185185,1488,39.5,95
1,300.3,325.962963,1807,26.4,169
1,300.1,327.0740741,1660,32.7,57
1,298.9,329.6666667,1498,50.2,160
0,297.4,322.6296296,1771,27.4,100
0,301.2,331.5185185,1747,27.3,35
1,301.8,333.3703704,1840,26.6,202
2,298.3,329.2962963,1389,49.6,75
1,299.9,325.962963,1333,50.8,61
2,299.8,325.5925926,1268,58.0,90
1,300.9,331.8888889,1701,30.4,55
2,297.3,324.8518519,1799,24.5,137
1,296.4,319.6666667,1331,47.8,99
1,301.7,333.7407407,1421,45.9,85
2,298.2,321.1481481,1529,36.6,105
1,297.2,321.8888889,1662,31.3,0
1,296.8,322.2592593,1361,53.8,193
1,298.4,323.7407407,1304,45.0,158
0,300.4,327.8148148,1500,35.2,112
1,298.3,329.2962963,1545,36.3,90
1,298.4,324.8518519,1402,44.8,201
1,300.3,332.6296296,1613,34.7,142
1,302.9,333.3703704,1634,36.9,71
1,302.2,334.8518519,1545,35.9,152
0,301.2,328.5555556,1362,50.7,25
1,300.4,333.0,1397,50.8,189
1,299.4,330.4074074,1582,31.7,181
1,298.1,325.2222222,1497,40.5,58
1,299.0,328.9259259,1360,48.1,37
0,297.5,322.6296296,1674,30.0,54
1,298.9,323.3703704,1503,40.6,145
2,300.9,336.3333333,1402,50.7,185
1,300.5,327.8148148,1560,30.2,139
1,300.6,329.6666667,1519,44.6,69
1,298.0,322.2592593,1611,30.6,195
1,299.7,326.7037037,1399,39.9,91
2,298.7,327.4444444,1738,27.3,79
2,300.0,328.5555556,1530,34.5,71
0,300.5,334.8518519,1506,36.2,10
1,300.5,328.1851852,1345,62.7,153
1,300.6,329.6666667,1648,31.7,46
1,302.7,331.5185185,1398,57.7,19
1,297.5,323.3703704,1691,33.1,9
1,298.2,326.3333333,1355,43.8,142
1,296.3,318.5555556,1291,58.6,29
1,300.0,326.3333333,1972,22.0,175
1,301.0,331.8888889,1475,35.3,19
1,303.9,338.9259259,1339,62.3,156
2,298.4,327.0740741,1514,38.8,128
2,296.7,319.2962963,1540,38.7,45
1,300.9,331.5185185,1517,41.7,210
1,299.1,330.037037,1411,42.1,74
1,304.1,340.7777778,1452,48.0,126
2,302.4,331.5185185,1521,40.4,152
1,302.8,331.1481481,1617,37.9,207
2,297.9,320.7777778,1303,59.3,75
2,301.4,331.1481481,1464,48.6,96
1,302.1,331.8888889,1786,25.7,47
0,300.2,326.3333333,1506,35.6,63
0,300.7,327.4444444,1390,48.5,7
1,298.8,328.1851852,1437,42.8,23
1,301.0,337.0740741,1601,33.0,109
2,298.2,324.4814815,1626,40.4,20
1,298.0,323.0,1911,22.0,13
2,302.0,331.1481481,1539,37.4,96
1,298.3,323.3703704,1664,31.6,144
1,301.8,331.5185185,1551,37.7,64
1,300.8,335.2222222,1490,46.4,217
1,298.9,330.037037,1496,36.3,161
2,296.3,319.2962963,1958,19.1,67
2,302.4,333.0,1887,22.4,197
2,301.8,330.037037,1409,52.5,26
1,299.2,323.0,1509,39.4,0
2,300.8,328.5555556,1444,46.0,180
2,298.1,325.5925926,1448,52.5,150
2,295.6,314.4814815,1462,49.2,158
1,300.9,331.8888889,1476,39.0,10
1,300.4,327.8148148,1740,31.1,113
1,302.3,335.5925926,1565,37.8,59
1,300.0,327.4444444,1364,45.9,16
0,298.1,320.4074074,1376,56.2,113
1,299.5,328.9259259,1379,50.4,85
0,299.4,325.5925926,1373,44.1,81
1,302.4,329.6666667,1633,28.0,164
2,298.8,323.3703704,1510,38.7,66
1,298.3,326.7037037,1378,52.3,12
1,301.8,331.8888889,1736,26.5,56
2,298.9,329.2962963,1313,56.8,171
2,296.3,318.9259259,1368,49.5,10
2,300.0,326.3333333,1407,43.9,138
1,300.9,336.3333333,1493,38.7,217
2,300.3,333.3703704,1783,25.6,139
2,302.4,335.5925926,1539,39.9,101
1,300.3,335.5925926,1551,37.2,9
1,303.3,336.7037037,1418,44.7,83
1,304.2,341.5185185,1490,44.0,41
1,299.1,329.2962963,1373,55.6,108
1,302.3,332.2592593,1403,47.2,173
1,300.7,328.5555556,1412,45.3,155
1,296.8,321.8888889,1356,48.3,201
0,300.6,327.8148148,1470,43.8,18
1,297.5,322.6296296,1544,40.8,37
1,301.4,331.8888889,1680,31.4,185
0,300.6,326.7037037,1380,47.6,246
0,299.6,325.5925926,1588,41.3,0
2,300.8,333.3703704,1429,52.3,77
1,300.7,331.1481481,1407,40.5,87
1,300.1,326.7037037,1464,41.7,30
1,298.8,328.5555556,1550,38.8,53
1,302.3,334.4814815,1794,26.1,7
1,299.0,328.9259259,1484,39.6,212
1,300.5,327.0740741,1777,23.6,0
1,300.8,332.6296296,1578,44.4,86
2,298.9,324.1111111,1402,49.8,167
1,300.6,327.4444444,1684,32.8,53
2,302.3,335.2222222,1341,46.3,194
1,296.7,320.7777778,1400,47.5,3
1,300.7,328.1851852,1406,48.4,151
0,297.8,320.7777778,1662,30.7,48
1,297.0,322.6296296,1399,59.0,135
0,297.5,323.7407407,1355,58.9,138
2,301.2,332.2592593,1359,50.8,118
1,298.3,323.0,1490,41.7,170
0,297.6,322.2592593,2071,18.5,144
1,300.1,327.8148148,1362,49.1,23
1,302.2,331.8888889,1827,23.8,9
1,302.0,327.8148148,1551,34.8,207
2,297.6,324.4814815,1416,45.9,101
2,297.6,326.3333333,1415,41.3,17
0,300.6,326.7037037,1691,28.0,36
1,300.1,333.7407407,1305,64.7,66
