Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear
1,298.6,328.5555556,1615,28.8,199
1,299.3,323.7407407,1371,50.5,136
1,302.3,329.6666667,1548,35.3,170
1,300.7,327.0740741,1479,34.5,197
1,298.2,322.6296296,1402,51.0,141
1,302.4,335.5925926,1543,31.1,96
1,297.4,323.3703704,1496,36.4,126
1,300.3,335.2222222,1445,47.3,15
0,298.0,320.037037,1420,45.8,150
2,298.0,320.037037,1472,46.7,116
1,302.2,332.2592593,1531,37.5,60
1,297.4,323.0,1341,52.2,49
2,303.0,333.3703704,1614,35.7,207
1,302.5,330.7777778,1507,39.5,147
2,301.7,328.5555556,1452,41.5,86
1,301.8,331.1481481,1452,48.4,110
1,297.4,324.4814815,1538,41.2,126
1,297.1,322.6296296,1773,23.8,169
1,303.5,336.7037037,1674,30.8,0
1,300.3,328.5555556,1621,34.1,36
1,300.6,328.1851852,1455,48.0,125
1,300.2,334.8518519,1372,49.2,195
1,297.7,324.8518519,1516,33.7,92
1,299.4,324.4814815,1390,57.0,92
1,297.2,323.7407407,1392,41.5,108
1,301.9,330.037037,1398,44.0,65
1,302.9,338.5555556,1328,59.9,24
1,297.4,322.6296296,1412,42.0,111
1,300.1,327.8148148,2151,17.5,173
1,297.9,325.2222222,1382,43.9,116
2,299.0,324.1111111,1620,35.4,199
1,299.0,330.037037,1868,24.0,221
2,299.7,331.8888889,1405,47.6,192
0,303.8,340.7777778,1381,52.4,140
0,297.6,323.7407407,1463,46.7,85
0,298.7,328.1851852,1422,40.7,85
2,298.2,325.2222222,1353,50.3,150
1,298.3,321.5185185,2886,3.8,57
2,300.1,326.3333333,1443,50.3,196
1,297.6,326.7037037,1326,49.8,199
1,299.5,328.9259259,1412,48.9,56
0,300.6,326.7037037,1463,49.2,235
2,300.6,334.8518519,1669,29.2,200
1,302.0,332.2592593,1539,34.2,13
1,300.2,329.6666667,1600,31.5,23
2,300.6,327.0740741,1530,40.2,93
2,297.6,323.3703704,1552,40.9,90
0,296.4,319.2962963,1586,35.5,0
1,300.0,334.1111111,1655,29.6,30
1,298.4,325.962963,1583,35.4,112
1,301.7,329.6666667,1471,51.1,8
1,299.9,327.0740741,1779,26.1,169
1,301.7,331.8888889,1493,47.6,145
1,298.4,325.2222222,2304,15.1,89
2,302.2,330.7777778,1507,40.4,111
0,297.9,324.8518519,1416,39.6,45
1,297.8,323.3703704,1448,40.0,192
1,298.8,323.7407407,1331,62.8,81
1,296.8,320.037037,1513,40.0,130
2,297.3,323.0,1434,44.8,21
0,297.7,323.0,1288,49.5,91
1,297.0,320.4074074,1731,28.5,186
2,299.6,324.8518519,1685,27.8,161
1,297.7,324.1111111,1694,29.1,102
1,299.2,330.7777778,1458,44.1,91
1,299.7,325.962963,1326,64.8,71
1,300.9,331.5185185,1740,25.3,164
1,300.3,334.1111111,1471,37.0,114
1,297.1,321.8888889,1754,30.3,206
0,301.3,329.2962963,1469,39.7,179
1,303.5,334.8518519,2183,17.0,110
2,299.0,330.037037,1447,39.9,78
0,302.5,334.4814815,1496,43.8,218
1,300.8,331.8888889,1407,45.1,51
1,297.9,324.4814815,1681,31.7,94
1,300.9,330.7777778,2288,16.1,85
1,300.1,327.8148148,1351,58.2,155
0,299.3,330.4074074,1510,45.5,27
1,300.9,331.5185185,1392,44.2,97
1,299.4,330.7777778,1749,28.1,179
1,303.2,337.8148148,1663,33.7,71
1,301.9,332.2592593,1597,36.9,50
1,299.1,330.037037,1449,40.7,40
1,300.5,327.8148148,1395,61.0,157
1,297.4,322.6296296,1366,45.5,11
2,297.2,323.3703704,1604,40.7,158
2,298.1,324.4814815,1628,37.6,12
2,299.1,324.4814815,1725,26.6,172
1,298.9,330.4074074,1831,25.4,81
2,303.5,339.6666667,1438,42.8,106
0,301.0,332.6296296,1640,37.6,118
1,298.6,326.3333333,1449,46.5,26
2,300.5,328.5555556,1735,27.0,107
0,296.6,319.2962963,1406,41.5,189
2,298.5,324.1111111,1662,28.3,15
0,299.2,331.1481481,1434,48.4,153
2,300.4,329.2962963,1457,35.1,193
1,298.4,327.8148148,1419,41.3,159
1,301.8,330.7777778,1548,34.1,93
2,298.3,325.2222222,1526,36.9,20
2,300.0,325.5925926,1474,45.2,152
1,297.5,323.3703704,1448,54.3,83
1,298.2,320.7777778,1388,48.6,76
2,297.5,322.2592593,1713,32.2,17
2,299.8,333.0,1763,25.5,171
1,300.7,331.5185185,1450,43.4,80
1,298.9,328.5555556,1590,31.3,98
1,300.3,335.5925926,1413,46.0,182
1,298.4,326.7037037,1385,43.2,119
1,297.6,326.7037037,1628,33.4,229
2,301.4,331.1481481,1630,30.3,2
1,299.8,326.7037037,1467,46.2,219
1,301.7,330.7777778,2465,13.7,149
2,298.8,325.5925926,1559,34.7,95
1,299.1,326.7037037,1439,44.2,82
2,298.1,325.2222222,1661,38.2,82
1,300.3,335.2222222,1406,47.5,14
2,299.4,325.5925926,1500,43.3,10
1,298.8,327.8148148,1336,50.3,44
1,303.0,337.4444444,1533,38.5,134
1,295.6,314.4814815,1389,46.2,113
2,300.7,328.1851852,1490,38.8,173
1,301.5,330.7777778,1351,52.9,116
1,297.8,322.6296296,1498,47.3,160
0,301.9,332.6296296,1430,49.8,174
0,302.6,329.6666667,1873,21.3,87
2,298.7,327.4444444,1686,26.2,189
1,303.3,338.9259259,1643,30.7,142
1,302.2,333.0,1470,39.6,97
2,298.5,326.3333333,1552,36.8,133
1,300.7,330.4074074,1366,52.6,205
1,298.2,321.8888889,1379,62.3,149
2,304.0,340.4074074,1694,31.4,116
1,298.4,323.7407407,1569,34.4,160
1,297.4,322.6296296,1632,33.5,39
1,300.9,331.8888889,1571,39.9,51
1,298.2,323.0,1497,37.7,207
1,300.7,331.8888889,1486,37.1,186
1,301.1,328.1851852,1519,39.6,167
1,301.5,331.8888889,1417,49.7,5
1,303.5,335.962963,1344,49.3,93
0,299.5,325.5925926,1548,44.3,40
2,301.1,331.5185185,1367,43.4,111
2,303.5,337.4444444,1593,35.2,29
1,301.2,331.1481481,1409,50.9,66
1,303.8,339.2962963,1646,35.8,143
0,297.0,321.8888889,2540,13.3,98
2,297.3,322.6296296,1657,31.1,8
2,297.4,324.4814815,1573,33.9,123
1,298.2,320.7777778,1521,42.9,60
1,297.0,321.1481481,1436,47.7,191
1,299.1,323.7407407,1260,57.8,152
1,298.1,321.5185185,1426,46.0,61
1,298.2,321.8888889,1462,50.8,27
2,302.3,334.1111111,1500,40.2,30
1,301.7,332.2592593,1636,31.3,42
2,300.1,325.962963,1438,51.0,211
2,299.9,333.7407407,1389,50.0,55
1,303.5,337.4444444,1404,48.6,193
1,300.1,334.1111111,1438,42.2,139
2,298.0,322.2592593,2090,19.0,143
1,298.4,321.5185185,1571,37.4,50
1,296.6,319.6666667,1485,42.7,204
1,298.2,324.4814815,1442,47.0,18
1,302.7,330.7777778,1642,30.8,195
0,295.7,314.8518519,1458,49.8,151
2,300.8,330.4074074,1288,64.0,3
1,298.1,320.7777778,1413,54.1,113
2,298.1,324.8518519,1479,43.4,105
1,298.3,324.8518519,1348,55.5,102
1,299.3,325.962963,2280,15.4,207
1,298.8,328.1851852,1493,38.5,132
1,302.3,333.3703704,1386,50.3,110
0,300.3,328.5555556,1677,30.1,130
1,300.4,333.3703704,1436,56.8,173
1,298.3,324.8518519,1708,27.3,170
2,301.3,331.1481481,1499,36.1,163
1,299.3,331.8888889,1483,43.5,15
1,302.3,331.8888889,1421,41.4,102
2,299.8,327.0740741,1453,43.2,153
1,302.4,329.2962963,1401,48.8,177
1,300.1,328.9259259,1511,41.7,186
2,299.1,330.7777778,1428,43.0,53
1,297.5,322.2592593,1327,56.5,189
1,299.2,330.4074074,1472,43.3,32
2,300.9,331.8888889,1452,43.6,185
1,299.3,324.4814815,1341,47.7,199
0,301.4,331.5185185,1516,36.4,83
2,302.4,334.1111111,1475,45.2,46
1,302.0,332.2592593,1495,38.6,52
1,300.7,331.8888889,1563,33.8,104
1,299.9,325.5925926,1412,48.3,198
1,297.5,326.7037037,1650,34.6,142
1,303.1,333.3703704,1394,45.3,144
1,300.7,333.0,1427,50.3,137
0,298.8,328.1851852,1510,44.2,35
0,297.8,326.7037037,1445,48.2,10
2,298.3,321.8888889,1630,32.7,83
0,296.8,321.8888889,1492,43.7,222
1,302.6,337.4444444,1321,53.4,42
1,301.8,331.8888889,1456,46.6,35
1,300.1,333.7407407,1676,30.3,151
1,302.4,333.3703704,1466,43.9,152
0,299.3,324.8518519,1429,43.0,96
2,301.1,333.0,1592,35.7,174
1,299.9,334.1111111,1627,36.7,118
2,297.6,326.3333333,1464,46.2,218
2,301.2,331.8888889,1396,47.4,5
1,298.9,329.6666667,1562,42.5,179
2,298.5,325.962963,1449,46.4,83
1,300.8,331.8888889,1486,45.7,146
0,296.9,321.5185185,1416,46.9,105
1,297.4,323.0,1580,41.2,66
2,297.6,324.8518519,1433,43.2,206
0,301.5,331.8888889,1591,29.6,33
2,297.6,323.7407407,1254,45.8,31
1,298.8,328.9259259,1412,46.3,107
2,297.2,322.6296296,1431,43.7,46
2,300.7,332.6296296,1706,25.0,153
1,298.3,321.8888889,1326,58.4,90
1,301.8,331.1481481,1403,46.8,151
1,301.5,331.8888889,1500,41.0,118
1,297.6,326.3333333,1610,35.0,6
1,300.3,335.5925926,1548,33.0,16
1,297.6,326.3333333,1543,34.3,8
2,298.1,324.4814815,1434,41.8,93
2,300.5,328.1851852,1410,44.4,111
1,303.5,337.8148148,1503,36.5,191
1,300.1,331.1481481,1374,45.4,119
1,298.5,321.5185185,1384,59.5,27
1,301.0,333.3703704,1511,42.9,26
0,303.6,337.8148148,1436,45.6,9
1,296.8,320.4074074,1565,40.1,89
1,297.5,323.7407407,1694,27.1,36
1,300.7,331.5185185,1333,61.0,177
1,300.3,326.3333333,1612,36.0,158
1,298.5,326.7037037,1911,21.5,164
1,297.3,324.1111111,1556,36.7,114
1,297.9,323.7407407,1468,36.0,168
1,296.8,321.8888889,1289,62.0,199
2,301.8,331.1481481,1552,35.9,97
1,296.8,321.1481481,1420,45.4,70
0,298.9,323.0,1449,42.4,149
2,298.6,326.3333333,1510,40.8,177
1,299.6,325.962963,1713,26.5,167
1,303.8,340.4074074,1422,42.4,152
2,303.7,338.9259259,1532,42.7,194
1,299.6,325.962963,1422,39.8,219
1,301.4,330.4074074,1388,45.3,188
1,298.4,328.5555556,1725,27.8,21
1,297.5,322.6296296,2564,12.8,127
2,298.4,327.8148148,1679,33.3,167
2,298.7,327.8148148,1868,23.8,118
2,298.0,320.4074074,1621,34.9,194
0,297.7,327.8148148,1616,31.1,20
2,302.3,333.0,1338,53.3,63
0,301.7,329.2962963,1462,38.3,49
0,297.9,320.7777778,1635,34.0,142
1,303.9,340.7777778,1590,31.9,5
1,297.8,319.6666667,1631,29.9,144
1,298.1,321.8888889,1791,27.3,63
1,301.4,330.7777778,1647,33.3,85
2,302.7,336.7037037,1564,32.1,188
1,298.6,327.4444444,1386,48.6,25
1,297.4,322.2592593,1533,37.4,115
1,297.9,320.037037,1515,40.5,118
1,302.2,334.1111111,1510,44.9,33
1,300.5,328.5555556,1443,48.3,122
1,300.1,333.7407407,1479,39.5,133
1,302.4,329.2962963,1426,46.8,95
2,299.5,331.5185185,1423,56.5,7
1,303.8,340.7777778,1531,39.4,159
1,298.5,327.4444444,1421,53.6,122
1,301.3,331.5185185,1761,24.3,174
1,300.9,330.4074074,1615,30.9,200
2,300.5,326.3333333,1539,39.1,216
1,297.2,321.1481481,1825,24.6,142
2,298.6,327.0740741,1684,27.8,44
2,300.6,328.9259259,1397,55.2,90
1,302.0,332.2592593,1446,44.0,64
2,301.4,333.0,1758,25.4,88
1,301.6,328.9259259,1869,22.9,18
2,303.7,337.8148148,1546,33.7,149
1,299.9,328.9259259,1402,44.7,204
1,303.6,340.4074074,1395,44.1,120
0,302.2,333.3703704,1692,28.2,122
1,296.5,320.037037,1415,44.2,106
1,300.9,331.8888889,1517,44.3,4
0,301.1,334.8518519,1417,53.4,0
1,300.5,335.962963,1330,59.5,33
2,298.9,323.7407407,1469,34.2,93
1,301.9,331.8888889,1567,39.3,9
2,300.8,333.3703704,1592,32.9,82
2,298.2,324.4814815,1607,31.9,39
1,297.9,320.037037,1612,30.7,134
1,304.1,340.037037,1408,45.3,28
1,299.4,326.3333333,1596,31.8,40
2,298.1,324.4814815,2206,16.3,195
2,299.0,329.6666667,1625,31.8,89
1,297.7,325.962963,1391,44.5,159
2,298.4,322.2592593,1610,35.0,24
0,302.0,330.7777778,1841,23.6,119
1,298.0,322.2592593,1348,58.8,202
0,302.2,335.2222222,1413,46.5,147
1,300.7,332.6296296,1377,49.9,124
1,299.7,325.962963,1781,29.6,201
1,300.8,333.3703704,1492,39.0,109
1,303.1,339.6666667,1511,40.1,107
1,299.4,326.3333333,1544,36.0,197
1,302.0,330.4074074,1448,43.4,167
1,299.5,332.2592593,1496,38.5,162
1,300.3,333.0,1606,30.9,156
1,298.6,326.7037037,1471,48.0,141
0,303.8,338.1851852,1447,46.6,198
2,301.8,332.6296296,1839,23.6,30
1,300.4,335.5925926,1405,47.9,58
1,302.8,337.4444444,1366,49.1,221
1,297.7,323.3703704,1453,45.5,86
2,301.0,336.3333333,1499,34.6,207
1,297.4,322.2592593,1297,52.1,211
0,302.7,330.4074074,1305,55.2,20
0,298.6,327.0740741,1523,34.2,119
0,302.1,331.5185185,1294,62.4,101
2,297.9,327.4444444,1515,38.8,124
2,298.0,326.7037037,1276,65.9,50
1,300.0,326.7037037,1308,50.2,32
0,299.1,328.5555556,1443,40.3,0
2,302.5,334.4814815,1481,41.1,215
1,301.9,331.8888889,1400,58.2,79
1,298.0,324.4814815,1757,29.1,71
1,297.8,323.3703704,1699,27.8,199
1,299.3,322.6296296,1651,28.0,6
2,302.2,333.7407407,1375,47.0,98
2,300.8,333.3703704,1488,40.1,87
2,301.9,332.2592593,1456,43.6,45
1,299.3,323.7407407,1403,50.6,189
1,300.8,330.7777778,1482,39.0,47
1,299.1,330.037037,1619,35.2,240
0,303.2,333.3703704,1475,43.1,20
2,296.0,316.7037037,2044,22.3,48
1,301.0,332.2592593,1404,41.8,71
1,302.9,337.0740741,1367,55.1,50
1,300.0,334.1111111,1590,33.6,5
1,297.5,323.0,1604,38.1,106
1,301.0,330.7777778,1429,39.4,98
0,302.4,335.962963,1366,47.3,162
2,302.3,335.5925926,1475,48.0,180
0,300.9,331.1481481,1686,27.7,176
1,298.2,324.8518519,1709,28.1,81
1,300.6,337.0740741,1308,54.7,52
1,299.2,323.3703704,1366,49.7,74
1,300.4,325.962963,1752,29.0,52
2,295.6,314.4814815,1490,42.7,171
1,297.3,323.0,1488,37.4,69
1,298.6,327.0740741,1483,43.2,92
1,300.3,331.1481481,1433,53.8,86
2,298.1,320.7777778,1525,35.9,132
1,301.3,330.7777778,1406,47.1,83
1,297.9,325.2222222,1562,35.8,40
1,298.7,328.1851852,1539,33.4,2
1,298.2,325.2222222,1413,55.0,145
2,297.4,324.8518519,1323,57.3,163
2,297.6,324.8518519,1479,38.1,182
1,302.6,330.4074074,1415,52.1,12
1,297.0,320.4074074,1315,60.1,128
1,300.3,335.5925926,1547,39.7,121
2,300.6,328.1851852,1532,42.5,130
1,296.5,319.6666667,1340,59.1,89
1,300.1,326.7037037,1453,47.6,28
1,298.4,326.3333333,1545,36.9,3
1,303.7,339.2962963,1437,51.3,42
2,301.5,330.4074074,1350,54.9,153
1,300.3,330.4074074,1493,37.5,219
2,302.4,329.2962963,1379,48.9,107
2,300.0,334.1111111,1352,61.8,10
2,302.2,333.7407407,1931,21.9,101
1,300.0,327.8148148,1542,47.1,25
2,300.7,327.4444444,1568,35.2,82
0,299.7,326.3333333,1494,37.8,214
2,302.2,333.7407407,1510,36.6,91
1,303.5,339.6666667,1544,36.9,87
1,298.0,321.8888889,1819,23.4,78
2,301.6,332.6296296,1431,42.3,129
2,300.8,331.8888889,1461,41.3,53
1,300.8,331.8888889,1460,53.8,41
1,298.0,319.6666667,1618,35.2,31
1,297.2,323.3703704,1446,43.7,171
2,301.8,331.8888889,1619,31.0,76
2,302.6,330.4074074,1532,36.1,77
2,300.5,333.3703704,1551,36.6,205
2,301.3,331.8888889,1418,45.4,59
1,302.9,337.0740741,1340,57.8,90
0,297.6,323.7407407,1480,39.8,19
1,300.4,334.8518519,1815,23.5,49
1,301.8,329.6666667,2825,5.8,215
1,303.0,333.3703704,1409,41.9,98
2,303.4,335.5925926,1316,50.9,69
1,299.8,326.3333333,1386,49.4,116
0,300.4,333.7407407,2026,20.3,26
1,302.7,336.7037037,1543,37.5,33
1,298.2,322.2592593,1667,30.6,59
2,303.5,338.1851852,1353,51.0,172
2,303.3,335.5925926,1583,33.3,72
1,299.3,323.7407407,1744,26.4,33
2,297.4,326.3333333,1564,36.0,126
1,299.1,329.6666667,1569,38.2,155
1,298.9,330.037037,1484,43.8,124
2,297.8,325.2222222,1576,45.0,17
2,298.5,326.3333333,1465,42.4,173
1,298.0,323.3703704,1713,25.3,124
0,297.4,323.3703704,1469,45.1,63
1,299.8,330.7777778,1496,38.8,215
1,299.4,326.7037037,1701,31.2,199
2,299.9,333.7407407,1703,28.4,134
1,299.4,324.1111111,1681,30.8,171
1,300.3,326.3333333,1345,53.5,192
0,298.9,324.1111111,1353,48.1,79
2,299.7,332.2592593,1685,32.1,88
1,299.3,330.7777778,1818,26.0,102
1,300.8,330.037037,1537,33.3,52
0,301.5,331.5185185,1790,26.2,8
2,302.6,330.7777778,1965,20.2,40
1,299.4,326.3333333,1391,46.6,185
1,296.8,321.1481481,1489,33.4,123
2,303.6,336.7037037,1967,20.9,2
0,297.8,323.0,1550,38.2,185
2,298.7,330.037037,1495,38.7,88
1,302.0,332.2592593,1564,39.0,15
1,297.4,323.3703704,1569,34.2,72
1,304.5,342.6296296,1670,32.9,7
2,295.6,314.4814815,1669,29.0,161
1,298.1,324.1111111,1341,55.7,30
1,302.3,334.1111111,1570,37.2,15
2,301.1,333.0,1436,41.8,156
1,297.9,325.2222222,1583,36.7,104
2,301.7,332.6296296,1311,55.8,39
1,303.7,338.9259259,1540,44.8,196
1,300.9,331.5185185,1658,28.5,18
2,298.5,327.4444444,1572,33.0,127
1,295.6,314.4814815,1372,55.6,215
2,301.0,332.2592593,1575,34.6,150
1,298.6,325.962963,1542,48.4,42
0,298.6,323.0,1407,50.5,164
1,299.3,323.3703704,1510,45.4,72
1,298.9,323.3703704,1559,34.3,126
1,297.0,320.7777778,1316,61.2,200
2,300.2,333.7407407,1491,37.3,102
2,301.0,332.6296296,1508,46.9,113
2,303.4,334.1111111,1307,54.0,44
1,302.2,334.1111111,1477,41.7,15
1,300.6,328.9259259,1313,52.9,93
1,298.3,321.5185185,1242,62.0,98
1,298.9,324.1111111,1356,50.7,185
2,303.5,338.9259259,2116,16.7,45
1,298.0,323.7407407,1610,33.1,56
1,297.3,322.6296296,1410,48.1,23
1,301.0,332.2592593,1740,28.9,129
1,300.1,327.4444444,1541,37.0,96
2,297.1,321.8888889,1823,24.3,219
2,299.5,325.962963,1314,61.8,45
1,301.4,331.5185185,1989,21.8,19
1,300.8,335.962963,1498,39.3,23
1,297.8,319.2962963,1355,45.8,60
2,303.6,337.8148148,1504,49.5,109
1,298.2,325.2222222,1651,31.5,197
0,298.8,328.1851852,1490,35.9,171
1,299.6,329.6666667,1627,36.6,17
1,303.6,337.4444444,1451,43.4,119
1,298.8,327.4444444,1903,22.3,145
0,300.3,328.5555556,1509,46.6,125
1,300.1,326.7037037,2141,17.9,33
1,297.7,324.1111111,1249,60.4,143
1,300.2,334.4814815,1383,42.1,60
1,296.3,319.2962963,1648,34.0,60
1,300.3,335.2222222,1515,37.5,5
1,302.6,337.8148148,1398,41.6,40
1,295.5,313.7407407,1542,36.2,12
2,302.0,332.2592593,1558,45.3,193
1,297.7,325.5925926,1563,39.3,56
2,303.7,340.4074074,2130,18.1,185
1,301.4,330.4074074,1430,50.9,178
1,296.5,318.9259259,1579,34.5,166
1,301.9,332.6296296,1289,54.9,128
2,299.4,326.3333333,1485,47.1,209
2,298.1,324.4814815,1378,53.5,65
2,298.8,325.5925926,1472,47.5,125
1,302.5,334.8518519,1400,54.0,196
1,303.5,340.037037,1482,38.5,82
1,298.7,328.1851852,1181,65.9,203
2,301.6,329.6666667,1411,45.1,54
2,300.7,327.0740741,1838,24.9,66
1,302.3,334.1111111,1504,38.7,65
2,297.4,323.7407407,1522,38.0,33
1,298.2,322.6296296,2051,19.2,90
0,298.0,325.5925926,1557,36.4,65
2,302.0,330.7777778,1639,32.9,94
2,300.0,326.3333333,2293,16.3,170
2,302.7,331.1481481,1349,51.2,6
1,302.8,333.0,1550,32.3,76
1,301.8,330.037037,1341,50.5,64
1,302.8,337.0740741,1458,51.0,42
2,300.7,331.1481481,1488,39.2,189
1,301.4,330.7777778,1633,39.5,0
2,300.8,336.3333333,1422,50.7,219
2,300.0,325.962963,1635,32.4,4
2,297.3,323.3703704,1625,32.8,92
1,295.9,316.3333333,1412,41.0,109
2,302.2,333.3703704,1873,24.0,99
0,295.6,314.4814815,1623,30.9,210
2,299.2,328.9259259,1349,50.4,226
1,300.7,329.6666667,1696,27.5,73
1,297.2,322.6296296,1569,31.2,63
1,300.5,326.3333333,1373,48.8,211
1,304.0,340.7777778,1584,38.7,104
2,301.4,331.1481481,1565,36.1,110
2,298.5,326.3333333,1512,38.1,170
1,300.1,334.4814815,2218,17.0,123
1,302.8,331.1481481,1670,29.1,2
0,304.1,341.5185185,1696,29.6,65
1,301.9,328.1851852,1507,44.7,131
1,300.8,337.4444444,1435,44.8,134
2,302.2,334.4814815,1360,53.0,36
1,298.2,321.1481481,1313,67.3,67
2,298.9,330.4074074,1533,44.4,24
0,299.5,326.7037037,1386,44.4,154
2,302.2,333.0,1728,34.0,179
1,298.0,320.037037,1694,29.1,169
1,302.5,337.0740741,1738,25.3,14
2,301.1,334.8518519,1266,55.5,210
1,298.8,324.8518519,1379,46.7,204
1,299.2,323.0,1475,38.7,22
2,302.5,336.3333333,1826,25.3,203
1,297.5,323.7407407,1596,37.1,30
1,302.7,332.2592593,1395,48.3,80
1,300.2,335.2222222,1603,30.5,176
1,298.6,328.5555556,1393,45.5,38
1,299.6,331.8888889,1644,30.9,114
1,300.9,338.9259259,1416,43.8,112
1,298.5,324.4814815,1332,59.1,115
2,298.0,321.8888889,1339,51.6,197
0,296.7,321.1481481,1579,33.4,50
2,300.1,325.962963,1457,44.3,98
1,296.0,316.7037037,1917,21.0,127
2,300.7,327.4444444,1996,19.8,203
1,302.9,337.8148148,2030,19.1,192
1,303.3,335.2222222,1508,35.5,217
1,297.9,320.4074074,1492,43.7,59
1,299.3,324.4814815,1647,32.9,172
2,298.0,319.6666667,1427,43.6,101
1,299.4,326.3333333,1525,41.5,30
2,301.0,331.8888889,1533,39.3,194
1,303.6,340.037037,1575,38.3,54
1,298.6,328.5555556,1461,45.7,49
2,300.3,335.2222222,1551,36.4,84
2,300.9,333.0,1546,37.7,133
1,298.9,328.1851852,1534,42.1,23
1,300.8,332.2592593,1398,38.2,50
1,298.3,322.6296296,1432,46.9,65
2,297.4,323.7407407,1452,41.2,197
2,300.3,335.2222222,1646,28.9,198
1,297.7,320.4074074,1581,34.9,31
1,299.9,325.962963,1560,38.9,180
2,298.7,327.4444444,1424,50.4,32
2,299.1,323.3703704,1587,35.6,2
1,298.7,323.3703704,1483,42.5,46
2,300.8,332.2592593,1557,31.6,52
1,302.1,331.1481481,1439,40.0,7
0,298.4,326.3333333,1984,19.2,132
1,301.0,327.8148148,1468,42.0,141
1,298.9,324.1111111,1727,29.4,116
1,300.3,328.5555556,1393,56.1,12
1,304.0,340.7777778,1481,42.6,213
0,300.1,334.1111111,1518,46.9,87
1,297.5,323.3703704,1462,52.3,148
0,301.4,331.5185185,1329,52.0,160
1,297.7,327.4444444,1480,47.9,18
1,299.3,325.2222222,1491,38.4,115
0,299.2,329.2962963,1542,36.1,5
1,300.8,335.2222222,1397,43.5,227
1,300.6,330.4074074,1494,47.3,118
0,299.0,328.9259259,1458,44.9,221
1,299.7,325.2222222,1412,49.2,85
1,301.8,331.8888889,1383,46.4,37
0,300.7,331.8888889,1518,40.1,142
1,301.4,331.1481481,1445,43.9,210
2,301.0,333.3703704,1394,41.3,16
1,297.4,324.4814815,1640,34.2,142
1,303.4,337.0740741,1580,35.8,90
2,296.2,317.0740741,1526,42.3,129
1,296.9,320.4074074,1424,43.3,120
2,298.9,329.2962963,1549,40.2,65
2,298.4,327.0740741,1519,35.4,133
1,300.5,330.7777778,1646,34.5,63
1,297.3,322.6296296,1519,37.7,45
1,299.9,330.4074074,1328,49.9,206
1,302.4,334.4814815,1785,24.8,45
1,300.3,328.5555556,1377,55.3,4
1,303.6,337.8148148,1363,53.1,7
0,297.1,323.0,1654,31.4,171
0,297.1,322.6296296,1492,41.5,141
0,300.6,335.962963,1604,30.5,45
0,298.2,324.4814815,1606,39.9,53
1,297.5,324.4814815,1530,37.8,157
0,303.9,340.4074074,1790,26.7,17
0,300.7,333.7407407,1374,53.1,66
1,300.6,327.0740741,2025,21.4,64
1,298.2,322.6296296,1805,31.6,96
2,304.0,340.037037,1575,34.5,92
1,300.6,326.3333333,1601,40.2,69
1,300.4,327.8148148,1685,31.3,152
1,300.4,329.6666667,1529,36.2,10
1,297.8,324.8518519,1530,37.6,106
2,298.1,321.5185185,1374,48.8,156
1,298.0,320.4074074,1422,45.6,140
1,299.2,323.7407407,1582,38.8,156
2,297.4,323.7407407,1643,31.0,89
1,300.6,336.3333333,1490,42.2,3
1,303.4,334.8518519,1449,41.7,132
2,302.1,333.7407407,1453,45.1,174
1,297.3,322.6296296,1333,55.2,11
2,298.7,327.8148148,1629,27.9,136
1,297.7,325.962963,1365,58.6,170
1,301.3,330.7777778,1365,47.7,70
2,300.2,327.8148148,1408,44.0,144
1,300.3,325.962963,1398,54.4,198
1,298.9,330.7777778,1717,26.9,17
2,300.3,335.5925926,1483,45.1,181
1,296.3,318.1851852,1662,32.9,190
2,302.4,333.0,1432,44.5,195
1,298.9,322.6296296,1660,34.4,9
2,300.2,334.8518519,1510,47.5,146
1,302.4,335.962963,1290,70.0,139
2,302.3,332.6296296,1450,45.7,175
1,295.8,315.962963,1493,40.5,90
2,298.3,323.0,1444,47.5,178
1,303.8,339.6666667,1442,48.3,52
1,299.9,325.962963,1436,52.0,107
2,300.9,329.6666667,1533,38.1,137
2,299.7,332.6296296,1435,50.1,168
1,302.2,331.8888889,1340,47.8,54
1,296.9,321.8888889,1555,33.7,229
1,299.2,323.3703704,1378,53.4,100
1,301.3,330.4074074,1504,47.2,193
1,303.4,335.2222222,1295,51.3,51
1,299.2,331.1481481,1675,33.3,28
1,297.0,320.4074074,1867,22.8,118
2,301.4,330.7777778,1451,45.3,183
0,300.6,335.2222222,1535,33.3,92
2,297.9,320.4074074,1364,46.8,89
0,299.2,324.1111111,1375,55.1,78
2,301.5,332.6296296,1577,39.7,118
1,299.7,333.0,1574,36.4,135
2,300.8,331.5185185,1452,43.0,139
1,299.2,324.1111111,1325,51.0,171
1,297.0,320.7777778,1414,47.5,168
2,301.5,331.1481481,1638,31.9,137
1,302.4,333.0,1905,20.9,77
2,298.4,327.8148148,1870,22.5,170
1,299.4,325.962963,1433,42.1,22
2,302.4,330.7777778,1372,45.7,144
1,300.0,327.8148148,1326,61.9,80
1,301.4,331.8888889,1477,50.4,90
2,299.8,328.9259259,1632,33.7,172
1,300.0,333.3703704,1351,44.1,206
1,301.1,333.7407407,1498,37.6,11
0,301.1,332.6296296,1339,52.8,194
1,296.2,318.1851852,1444,46.7,194
0,297.3,321.8888889,1477,52.3,2
2,301.5,331.5185185,1871,21.3,152
